match_id,period,time_period_s,attacker_key,reason
J03WMX,2,162.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,166.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,166.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,166.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,166.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,166.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,170.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,170.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,170.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,170.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,170.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,174.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,174.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,174.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,174.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,174.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,178.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,178.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,178.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,178.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,178.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,182.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,182.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,182.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,182.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,182.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,186.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,186.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,186.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,186.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,186.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,190.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,190.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,190.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,190.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,190.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,194.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,194.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,194.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,194.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,194.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,198.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,198.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,198.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,198.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,198.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,202.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,202.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,202.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,202.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,202.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,206.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,206.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,206.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,206.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,206.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,210.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,210.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,210.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,210.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,210.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,214.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,214.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,214.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,214.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,214.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,218.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,218.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,218.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,218.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,218.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,222.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,222.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,222.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,222.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,222.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,226.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
