match_id,E0_MAE_m,E1_MAE_m,relative_improvement_percent
J03WMX,0.9211813218501717,0.8958091414241143,2.754309040385006
J03WN1,0.9137318749785107,0.8954445952206994,2.0013835851180506
J03WOH,0.9061848491401883,0.8939041077332921,1.355213720307557
J03WOY,0.946912913990626,0.9238915316888621,2.431203752913637
J03WPY,0.9181050613760652,0.9047027241715399,1.4597825203618602
J03WQQ,0.9754647012917512,0.9505911011625866,2.5499231388102466
J03WR9,0.9495400648144112,0.9276424969505697,2.3061236355647052
