quantity,estimate,ci_low,ci_high,valid
absolute_E1_minus_E0_m,0.019854792096107403,0.014739167192165647,0.024504047740860936,1000
relative_E1_vs_E0_percent,2.1259763654351214,1.5944617742341172,2.5900514662297995,1000
ablation_movement_direction_relative_worsening_percent,-0.31158439844961133,-0.49085312574366713,-0.14435701769618975,1000
ablation_start_position_relative_worsening_percent,-1.0525765985863815,-1.4452491285473719,-0.6639889974139972,1000
ablation_ball_geometry_relative_worsening_percent,-1.1160544363647757,-1.5360969234438517,-0.6981090331427591,1000
