threshold_mps,excluded_episodes,episodes,fragmentation_any_n,fragmentation_any_pct,merging_direction_any_n,merging_direction_any_pct,lower_speed_displacement_ge3_n,lower_speed_coverage,diag_short_n,diag_short_pct,diag_tiny_path_n,diag_tiny_path_pct,diag_tiny_displacement_n,diag_tiny_displacement_pct,diag_long_n,diag_long_pct,diag_low_displacement_path_ratio_n,diag_low_displacement_path_ratio_pct,diag_direction_change_n,diag_direction_change_pct,fragmentation_relative_reduction_pct,coverage_relative_change_pct,fragmentation_pass,merging_direction_pass,coverage_pass,implementation_qc_pass,eligible
0.0,1,38650,16320,42.22509702457956,762,1.9715394566623543,15845,0.40996119016817595,13693,35.42820181112549,6694,17.31953428201811,3698,9.567917205692108,141,0.3648124191461837,267,0.6908150064683053,423,1.094437257438551,0.0,0.0,False,True,True,True,False
0.25,2,11590,902,7.782571182053494,4158,35.87575496117342,8278,0.7142364106988783,390,3.364969801553063,603,5.202761000862813,363,3.1320103537532353,3115,26.876617773943057,275,2.372735116479724,2464,21.259706643658326,81.56884949838434,74.2204939950246,True,False,True,True,False
0.5,1,8310,236,2.8399518652226234,4333,52.14199759326114,6476,0.7793020457280385,141,1.696750902527076,95,1.1432009626955475,75,0.9025270758122743,3348,40.28880866425993,305,3.6702767749699152,3104,37.352587244283995,93.27425615252118,90.09166341046821,True,False,True,True,False
1.0,1,5382,63,1.1705685618729096,3716,69.04496469713861,4404,0.8182831661092531,46,0.8547008547008548,10,0.18580453363062058,17,0.315867707172055,3006,55.852842809364546,447,8.30546265328874,3093,57.46934225195095,97.2277895271821,99.6001538032353,True,False,True,True,False
