threshold_mps,episodes,fragmentation_any_n,fragmentation_any_pct,merging_direction_any_n,merging_direction_any_pct,lower_speed_displacement_ge3_n,lower_speed_coverage,diag_short_n,diag_short_pct,diag_tiny_path_n,diag_tiny_path_pct,diag_tiny_displacement_n,diag_tiny_displacement_pct,diag_long_n,diag_long_pct,diag_low_displacement_path_ratio_n,diag_low_displacement_path_ratio_pct,diag_direction_change_n,diag_direction_change_pct,fragmentation_relative_reduction_pct,coverage_relative_change_pct,fragmentation_pass,merging_direction_pass,coverage_pass,implementation_qc_pass,eligible
0.0,38651,16320,42.22400455356912,763,1.9740757030865954,15845,0.4099505834260433,13693,35.427285193138594,6694,17.319086181470077,3698,9.567669659258494,141,0.3648029805179685,268,0.6933843885022379,424,1.096996196734884,0.0,0.0,False,True,True,True,False
0.25,11592,902,7.781228433402347,4159,35.87819185645272,8278,0.7141131815044859,390,3.3643892339544514,603,5.201863354037267,363,3.1314699792960665,3115,26.871980676328505,276,2.380952380952381,2465,21.264665286404416,81.57155268508369,74.19494211631357,True,False,True,True,False
0.5,8311,236,2.8396101552159787,4333,52.135723739622186,6476,0.7792082781855373,141,1.696546745277343,95,1.1430634099386356,75,0.9024184815305017,3348,40.2839610155216,305,3.6698351582240405,3104,37.34809288894236,93.27489141487422,90.07370880498078,True,False,True,True,False
1.0,5383,63,1.1703511053315996,3716,69.03213821289243,4404,0.8181311536318038,46,0.8545420769087869,10,0.1857700167193015,17,0.31580902842281255,3006,55.84246702582203,447,8.303919747352777,3093,57.45866617127996,97.22823280807772,99.56823741888829,True,False,True,True,False
