estimand,estimate,interval_percent,ci_low,ci_high,attempted,valid
near,0.17459108276783608,97.5,0.10677732630783375,0.24444922091683646,2000,2000
middle,0.1361469324362751,97.5,0.059025830258844204,0.22280679261270864,2000,2000
far,0.13807024680054386,97.5,0.03955540469452564,0.25191227353082035,2000,2000
near_minus_middle,0.03844415033156098,97.5,-0.0004639375450435501,0.08689317286912403,2000,2000
middle_minus_far,-0.0019233143642687633,97.5,-0.048421381757877996,0.048373011463846434,2000,2000
